"subject" "session" "item" "cond" "amplitude_prestim" "amplitude_n400" "amplitude_p600" "roi" "sem" "syn"
"152" 4 "s1" 44 245 -7.185100660066 0.0453465346534659 -0.830195916114791 "centro-parietal" -0.5 0.5
"153" 4 "s1" 45 255 -3.3221295379538 -1.75750495049505 0.429856512141281 "centro-parietal" 0.5 0.5
"154" 4 "s1" 46 225 2.28069306930693 -4.44369389438944 6.69686534216335 "centro-parietal" -0.5 -0.5
"155" 4 "s1" 47 235 -5.82430940594059 -10.5391262376238 1.6839619205298 "centro-parietal" 0.5 -0.5
"156" 4 "s1" 48 245 5.69627557755776 13.6492400990099 0.0980281456953638 "centro-parietal" -0.5 0.5
"157" 4 "s1" 49 255 5.79664438943894 6.6635594059406 -6.34404359823399 "centro-parietal" 0.5 0.5
"158" 4 "s1" 50 225 2.30936221122112 -8.91924669966998 -2.37025772626932 "centro-parietal" -0.5 -0.5
"159" 4 "s1" 51 235 11.8030618811881 -7.93033828382838 -7.28004525386313 "centro-parietal" 0.5 -0.5
"160" 4 "s1" 52 245 -11.7762244224422 2.18007425742574 4.02997902869757 "centro-parietal" -0.5 0.5
"161" 4 "s1" 53 255 -2.66093069306931 2.61589933993399 1.69982008830022 "centro-parietal" 0.5 0.5
"162" 4 "s1" 54 225 -5.40846947194719 -1.38654290429043 1.23236203090508 "centro-parietal" -0.5 -0.5
"163" 4 "s1" 55 235 4.65595462046205 -12.4524587458746 -2.19255463576159 "centro-parietal" 0.5 -0.5
"164" 4 "s1" 56 245 -0.721111386138614 1.12479950495049 -4.63347792494481 "centro-parietal" -0.5 0.5
"165" 4 "s1" 57 255 2.14754290429043 -8.15251237623762 -3.44793432671082 "centro-parietal" 0.5 0.5
"166" 4 "s1" 58 225 -7.90240099009901 -2.63431270627063 1.36141887417219 "centro-parietal" -0.5 -0.5
"167" 4 "s1" 59 235 3.07673514851485 -8.15015841584158 -5.06322958057395 "centro-parietal" 0.5 -0.5
"168" 4 "s1" 60 245 -2.22359075907591 4.1252301980198 -6.87171302428256 "centro-parietal" -0.5 0.5
"169" 4 "s2" 61 255 11.8148358085809 4.15090429042904 -4.41965342163356 "centro-parietal" 0.5 0.5
"170" 4 "s2" 62 225 -0.468630363036303 -10.281045379538 5.73791004415011 "centro-parietal" -0.5 -0.5
"171" 4 "s2" 63 235 -7.40914521452146 -5.17525 7.45035816777042 "centro-parietal" 0.5 -0.5
"172" 4 "s2" 64 245 0.21240676567657 1.73826155115512 6.48847958057395 "centro-parietal" -0.5 0.5
"173" 4 "s2" 65 255 -1.64713283828383 2.93078300330033 -6.22468708609272 "centro-parietal" 0.5 0.5
"174" 4 "s2" 66 225 -2.1472103960396 10.3439018151815 0.833585540838852 "centro-parietal" -0.5 -0.5
"175" 4 "s2" 67 235 -7.7640099009901 -0.434385313531353 6.91079856512142 "centro-parietal" 0.5 -0.5
"176" 4 "s2" 68 245 -4.30581353135314 -1.34121369636964 9.74600607064017 "centro-parietal" -0.5 0.5
"177" 4 "s2" 69 255 -0.164876237623763 -2.11047689768977 -2.79475110375276 "centro-parietal" 0.5 0.5
"178" 4 "s2" 70 225 1.36319636963696 7.14267656765677 3.52341169977925 "centro-parietal" -0.5 -0.5
"179" 4 "s2" 71 235 4.26909323432343 6.4260800330033 -5.45555132450331 "centro-parietal" 0.5 -0.5
"180" 4 "s2" 72 245 -1.99349752475248 5.83956353135314 1.11758609271523 "centro-parietal" -0.5 0.5
"181" 4 "s2" 73 255 -5.48181848184818 -5.89633745874587 5.40783002207506 "centro-parietal" 0.5 0.5
"182" 4 "s2" 74 225 -5.09144884488449 8.17405363036304 1.77548013245033 "centro-parietal" -0.5 -0.5
"183" 4 "s2" 75 235 -1.8768498349835 5.95429537953795 2.94234933774835 "centro-parietal" 0.5 -0.5
"184" 4 "s2" 76 245 7.43775495049505 3.83063283828383 -4.31315783664459 "centro-parietal" -0.5 0.5
"185" 4 "s2" 77 255 -0.220673267326733 -2.91700165016502 0.636689845474613 "centro-parietal" 0.5 0.5
"186" 4 "s2" 78 225 -3.94362541254125 -2.32871534653465 5.36088631346578 "centro-parietal" -0.5 -0.5
"187" 4 "s2" 79 235 4.9975008250825 0.863732673267326 -2.99406291390728 "centro-parietal" 0.5 -0.5
"188" 4 "s2" 80 245 3.61214603960396 -5.07082920792079 1.46213465783665 "centro-parietal" -0.5 0.5
"189" 4 "s2" 81 255 -0.308992574257425 -0.581462871287129 -2.78285651214128 "centro-parietal" 0.5 0.5
"190" 4 "s2" 82 225 -4.07340181518152 8.84186386138614 2.06030905077263 "centro-parietal" -0.5 -0.5
"191" 4 "s2" 83 235 3.29042161716172 2.85556188118812 -1.42934050772627 "centro-parietal" 0.5 -0.5
"192" 4 "s2" 84 245 -1.59150165016502 -0.579090759075908 -6.37890231788079 "centro-parietal" -0.5 0.5
"193" 4 "s2" 85 255 -3.80487376237624 2.1914595709571 0.148004415011039 "centro-parietal" 0.5 0.5
"194" 4 "s2" 86 225 2.55734488448845 -2.08256600660066 -2.84054635761589 "centro-parietal" -0.5 -0.5
"195" 4 "s2" 87 235 -3.16414686468647 0.70793399339934 3.35900717439294 "centro-parietal" 0.5 -0.5
"196" 4 "s2" 88 245 7.94946782178218 -6.70835808580858 1.76215949227373 "centro-parietal" -0.5 0.5
"197" 4 "s2" 89 255 8.70368894389439 -8.01948102310231 6.37191280353201 "centro-parietal" 0.5 0.5
"198" 4 "s2" 90 225 -4.11256600660066 -2.51614521452145 5.98804635761589 "centro-parietal" -0.5 -0.5
"199" 4 "s2" 91 235 -2.52275165016502 7.09136386138614 5.82041997792494 "centro-parietal" 0.5 -0.5
"200" 4 "s2" 92 245 0.020748349834984 -0.705287128712871 -2.83143432671082 "centro-parietal" -0.5 0.5
"201" 4 "s2" 93 255 0.0624983498349831 -7.13911056105611 -2.82455408388521 "centro-parietal" 0.5 0.5
"202" 4 "s2" 94 225 -5.49351320132013 0.437159240924093 1.79396799116998 "centro-parietal" -0.5 -0.5
"203" 4 "s2" 95 235 -0.943708745874589 -1.20814521452145 5.54034602649007 "centro-parietal" 0.5 -0.5
"204" 4 "s2" 96 245 5.91265181518152 10.6574125412541 -5.83464514348786 "centro-parietal" -0.5 0.5
"205" 4 "s2" 97 255 1.13802640264026 -9.14227145214523 -3.37375110375276 "centro-parietal" 0.5 0.5
"206" 4 "s2" 98 225 5.96487376237624 1.55404620462046 -1.35544591611479 "centro-parietal" -0.5 -0.5
"207" 4 "s2" 99 235 -8.98078877887789 3.58254785478548 4.84437417218543 "centro-parietal" 0.5 -0.5
"208" 4 "s2" 100 245 -7.77711468646864 -6.09164768976898 8.51432284768212 "centro-parietal" -0.5 0.5
"209" 4 "s2" 101 255 -2.08937706270627 -6.04941419141914 3.49053145695364 "centro-parietal" 0.5 0.5
"210" 4 "s2" 102 225 -0.515701320132013 -0.997308580858086 6.68257505518764 "centro-parietal" -0.5 -0.5
"211" 4 "s2" 103 235 -7.18618316831683 -4.60740264026403 4.27598233995585 "centro-parietal" 0.5 -0.5
"212" 4 "s2" 104 245 -2.48515264026403 0.911681518151815 -5.67873896247241 "centro-parietal" -0.5 0.5
"213" 4 "s2" 105 255 7.77715264026403 -1.16263531353135 -2.81455794701987 "centro-parietal" 0.5 0.5
"214" 4 "s2" 106 225 0.491970297029703 -6.18096534653465 4.80002262693157 "centro-parietal" -0.5 -0.5
"215" 4 "s2" 107 235 0.687205445544554 -6.46483580858086 1.93192549668874 "centro-parietal" 0.5 -0.5
"216" 4 "s2" 108 245 3.37386633663366 5.68310396039604 -2.14171964679912 "centro-parietal" -0.5 0.5
"217" 4 "s2" 109 255 -3.04350412541254 1.20165099009901 8.71723013245033 "centro-parietal" 0.5 0.5
"218" 4 "s2" 110 225 -5.50636056105611 -7.58472112211222 4.74876490066225 "centro-parietal" -0.5 -0.5
"219" 4 "s2" 111 235 -2.38254620462046 1.87812211221122 -1.8662527593819 "centro-parietal" 0.5 -0.5
"220" 4 "s2" 112 245 -3.48873679867987 1.36417821782178 11.3036931567329 "centro-parietal" -0.5 0.5
"221" 4 "s2" 113 255 -2.76448432343234 12.6705445544554 -8.34023509933775 "centro-parietal" 0.5 0.5
"222" 4 "s2" 114 225 -11.4428440594059 7.65866336633663 3.78623013245033 "centro-parietal" -0.5 -0.5
"223" 4 "s2" 115 235 1.9238894389439 -1.89667656765677 3.13658940397351 "centro-parietal" 0.5 -0.5
"224" 4 "s2" 116 245 -1.94595544554455 7.24443894389439 3.29472350993378 "centro-parietal" -0.5 0.5
"225" 4 "s2" 117 255 -6.83668399339934 1.47671617161716 0.430807947019868 "centro-parietal" 0.5 0.5
"226" 4 "s2" 118 225 -1.81912293729373 0.361672442244224 -8.1219431567329 "centro-parietal" -0.5 -0.5
"227" 4 "s2" 119 235 5.64111138613861 -5.40950082508251 -6.47945364238411 "centro-parietal" 0.5 -0.5
"228" 4 "s2" 120 245 0.897547854785479 -5.39149752475247 6.26033278145695 "centro-parietal" -0.5 0.5
"229" 12 "s1" 1 255 -5.58477145214522 2.30758085808581 -0.846810706401766 "centro-parietal" 0.5 0.5
"230" 12 "s1" 2 225 0.463938118811881 -4.83948762376238 4.32847958057395 "centro-parietal" -0.5 -0.5
"231" 12 "s1" 3 235 7.46458250825082 -11.4026790429043 -9.62263631346578 "centro-parietal" 0.5 -0.5
"232" 12 "s1" 4 245 -3.48971864686469 7.74322854785478 -1.88998399558499 "centro-parietal" -0.5 0.5
"233" 12 "s1" 5 255 -7.15580115511551 6.71323927392739 -1.59611754966888 "centro-parietal" 0.5 0.5
"234" 12 "s1" 6 225 0.566303630363036 0.148500825082509 6.06476103752759 "centro-parietal" -0.5 -0.5
"235" 12 "s1" 7 235 -2.34681848184818 -1.0075305280528 6.26052317880795 "centro-parietal" 0.5 -0.5
