"item" "subj" "cond" "dur"
"203" 15 7 "a" 1.03035945372916
"204" 15 8 "a" 0.422042294916661
"205" 15 9 "a" 0.431100129087768
"206" 15 10 "a" 0.57919853675882
"207" 15 11 "a" 0.451079279278729
"208" 15 12 "a" 0.381442260285792
"209" 15 13 "a" 0.451057754061352
"210" 15 14 "a" 0.379616713560765
"211" 16 1 "a" 0.561142287408672
"212" 16 2 "a" 0.537851603451223
"213" 16 3 "a" 0.487218047975586
"214" 16 4 "a" 0.517403348260791
"215" 16 5 "a" 0.526421984639981
"216" 16 6 "a" 0.563639564376007
"217" 16 7 "a" 0.645990131033225
"218" 16 8 "a" 0.45995452472386
"219" 16 9 "a" 0.706299295537356
"220" 16 10 "a" 0.624026962539898
"221" 16 11 "a" 0.549785912133978
"222" 16 12 "a" 0.504880384088127
"223" 16 13 "a" 0.46148567640522
"224" 16 14 "a" 0.47424258014428
"225" 17 1 "a" 0.541564631064052
"226" 17 2 "a" 0.428732265906405
"227" 17 3 "a" 0.542120311525307
"228" 17 4 "a" 0.519091782149632
"229" 17 5 "a" 0.401464006019469
"230" 17 6 "a" 0.505988889290953
"231" 17 7 "a" 0.513269370208143
"232" 17 8 "a" 1.06810793301303
"233" 17 9 "a" 0.445044295843521
"234" 17 10 "a" 0.560744835982662
"235" 17 11 "a" 0.60319558206362
"236" 17 12 "a" 0.466104534203348
"237" 17 13 "a" 0.530461347731385
"238" 17 14 "a" 0.409521559267057
"239" 18 1 "a" 0.478507176762545
"240" 18 2 "a" 0.561943640094316
"241" 18 3 "a" 0.474774469768969
"242" 18 4 "a" 0.560423939622326
"243" 18 5 "a" 0.461800687687717
"244" 18 6 "a" 0.595355025675028
"245" 18 7 "a" 0.617440979872983
"246" 18 8 "a" 0.460073446195738
"247" 18 9 "a" 0.551535960978625
"248" 18 10 "a" 0.533796794787736
"249" 18 11 "a" 0.626901734271943
"250" 18 12 "a" 0.456188715600814
"251" 18 13 "a" 0.491527630495653
"252" 18 14 "a" 0.435250788165488
"253" 19 1 "a" 0.588233926665293
"254" 19 2 "a" 0.490763684266502
"255" 19 3 "a" 0.620086969385364
"256" 19 4 "a" 0.531343829651391
"257" 19 5 "a" 0.669504498654628
"258" 19 6 "a" 0.615423567659869
"259" 19 7 "a" 0.682297674353729
"260" 19 8 "a" 0.53619864034497
"261" 19 9 "a" 0.58313205401357
"262" 19 10 "a" 0.623904551858149
"263" 19 11 "a" 0.497189123298131
"264" 19 12 "a" 0.613911704665932
"265" 19 13 "a" 0.489699854059953
"266" 19 14 "a" 0.460876740133349
"267" 20 1 "a" 0.584932788098271
"268" 20 2 "a" 0.800881456497596
"269" 20 3 "a" 0.596350120345032
"270" 20 4 "a" 0.48088115227328
"271" 20 5 "a" 0.540000040100328
"272" 20 6 "a" 0.55813811058406
"273" 20 7 "a" 1.37729767681889
"274" 20 8 "a" 0.678316022983202
"275" 20 9 "a" 0.902731452199122
"276" 20 10 "a" 0.61217693602446
"277" 20 11 "a" 0.518025476934249
"278" 20 12 "a" 0.419958125837403
"279" 20 13 "a" 0.771375900669202
"280" 20 14 "a" 0.762179713358449
"281" 21 1 "a" 0.527090683888894
"282" 21 2 "a" 0.547828208141366
"283" 21 3 "a" 0.58829509974594
"284" 21 4 "a" 0.541947484496584
"285" 21 5 "a" 0.618577580218244
"286" 21 6 "a" 0.716736738632132
"287" 21 7 "a" 0.780108864546923
"288" 21 8 "a" 0.665205688463752
"289" 21 9 "a" 0.511699885269052
"290" 21 10 "a" 0.578669299244613
"291" 21 11 "a" 0.506118715840707
"292" 21 12 "a" 0.497157924746802
"293" 21 13 "a" 0.479497195318129
"294" 21 14 "a" 0.496847992718881
"295" 22 1 "a" 0.459905883345116
"296" 22 2 "a" 0.470780705313296
"297" 22 3 "a" 0.578707134578312
"298" 22 4 "a" 0.386360766096195
"299" 22 5 "a" 0.500527969542817
"300" 22 6 "a" 0.531413221054848
"301" 22 7 "a" 0.572011840700887
"302" 22 8 "a" 0.438036827257698
"303" 22 9 "a" 0.408675006440685
"304" 22 10 "a" 0.523658827558927
"305" 22 11 "a" 0.423744881623864
"306" 22 12 "a" 0.373418076944264
"307" 22 13 "a" 0.49040398164057
"308" 22 14 "a" 0.395028837231658
"309" 23 1 "a" 0.495741211752769
"310" 23 2 "a" 0.542260710296654
"311" 23 3 "a" 0.553013160713444
"312" 23 4 "a" 0.616199270747182
"313" 23 5 "a" 0.454753485751232
"314" 23 6 "a" 0.563845340234427
"315" 23 7 "a" 0.654994240680567
"316" 23 8 "a" 0.651874451558703
"317" 23 9 "a" 0.521566928268332
"318" 23 10 "a" 0.616057421301376
"319" 23 11 "a" 0.467340643400384
"320" 23 12 "a" 0.397485264235217
"321" 23 13 "a" 0.721576849220603
"322" 23 14 "a" 0.572859402531693
"323" 24 1 "a" 0.539167533722184
"324" 24 2 "a" 0.474338023067191
"325" 24 3 "a" 0.53919998861989
"326" 24 4 "a" 0.543073875476959
"327" 24 5 "a" 0.462346307865272
"328" 24 6 "a" 0.569089372906654
"329" 24 7 "a" 0.789511544838958
"330" 24 8 "a" 0.485249417706441
"331" 24 9 "a" 0.522344984471517
"332" 24 10 "a" 0.631230867874476
"333" 24 11 "a" 0.494195999539944
"334" 24 12 "a" 0.4514054005467
"335" 24 13 "a" 0.49032891166681
"336" 24 14 "a" 0.424519206426472
"337" 1 1 "b" 0.496502564068435
"338" 1 2 "b" 0.479788848446496
"339" 1 3 "b" 0.547158540685845
"340" 1 4 "b" 0.378359728587718
"341" 1 5 "b" 0.567194815065774
"342" 1 6 "b" 0.51830895752596
"343" 1 7 "b" 0.595947249150119
"344" 1 8 "b" 0.639493564135483
"345" 1 9 "b" 0.484641146799192
"346" 1 10 "b" 0.59541413126087
"347" 1 11 "b" 0.437240408761444
"348" 1 12 "b" 0.382093943319794
"349" 1 13 "b" 0.404199823683302
"350" 1 14 "b" 0.383477723789457
"351" 2 1 "b" 0.507224002056722
"352" 2 2 "b" 0.63343817281394
"353" 2 3 "b" 0.536278605158739
"354" 2 4 "b" 0.567273047669729
"355" 2 5 "b" 0.449476115963765
"356" 2 6 "b" 0.565113844244985
"357" 2 7 "b" 0.902113718525447
"358" 2 8 "b" 0.442137885561036
"359" 2 9 "b" 0.460222569127224
"360" 2 10 "b" 0.506483298563448
"361" 2 11 "b" 0.383891321527325
"362" 2 12 "b" 0.417745275265772
"363" 2 13 "b" 0.511307750816734
"364" 2 14 "b" 0.912177318504934
"365" 3 1 "b" 0.688980222748624
"366" 3 2 "b" 0.580770721964903
"367" 3 3 "b" 0.636340253207863
"368" 3 4 "b" 0.72051515054584
"369" 3 5 "b" 0.487859335097545
"370" 3 6 "b" 0.659436706179634
"371" 3 7 "b" 1.14374383281659
"372" 3 8 "b" 0.796500485171991
"373" 3 9 "b" 0.593307555171326
"374" 3 10 "b" 0.58987362432245
"375" 3 11 "b" 0.531915508404985
"376" 3 12 "b" 0.46301000461786
"377" 3 13 "b" 0.530451671809843
"378" 3 14 "b" 0.523530766899253
"379" 4 1 "b" 0.664333569936043
"380" 4 2 "b" 0.566457316889467
"381" 4 3 "b" 0.600389860728376
"382" 4 4 "b" 0.631500829661792
"383" 4 5 "b" 0.5232078977863
"384" 4 6 "b" 0.534797669729167
"385" 4 7 "b" 1.23448464694956
"386" 4 8 "b" 0.526383566101443
"387" 4 9 "b" 0.579598615531828
"388" 4 10 "b" 0.636380166922548
"389" 4 11 "b" 0.427709595139193
"390" 4 12 "b" 0.475472993332177
"391" 4 13 "b" 0.668163965900607
"392" 4 14 "b" 0.871400243778405
"393" 5 1 "b" 0.369012346954031
"394" 5 2 "b" 0.313182485939242
"395" 5 3 "b" 0.456219300844945
"396" 5 4 "b" 0.39623149753094
"397" 5 5 "b" 0.388578072111223
"398" 5 6 "b" 0.404416893287921
"399" 5 7 "b" 0.440489212590364
"400" 5 8 "b" 0.379091862784796
"401" 5 9 "b" 0.507714191006998
"402" 5 10 "b" 0.385461586812016
"403" 5 11 "b" 0.541366620531473
"404" 5 12 "b" 0.257565565336569
"405" 5 13 "b" 0.296536398356391
"406" 5 14 "b" 0.314532652855689
"407" 6 1 "b" 0.498847352744723
"408" 6 2 "b" 0.461464164884958
"409" 6 3 "b" 0.492675342978573
"410" 6 4 "b" 0.430872415898035
"411" 6 5 "b" 0.475265722452304
"412" 6 6 "b" 0.53498602204077
"413" 6 7 "b" 0.55557553532147
"414" 6 8 "b" 0.460091344698809
"415" 6 9 "b" 0.421686499092203
"416" 6 10 "b" 0.548025267756655
"417" 6 11 "b" 0.433423506509925
"418" 6 12 "b" 0.379903904598192
"419" 6 13 "b" 0.42795398558796
"420" 6 14 "b" 0.458691571139489
"421" 7 1 "b" 0.649251444463888
"422" 7 2 "b" 0.555599565286643
"423" 7 3 "b" 0.554691100985665
"424" 7 4 "b" 0.60580239672158
"425" 7 5 "b" 0.654704997831863
"426" 7 6 "b" 0.661045751284705
"427" 7 7 "b" 0.935925018233021
"428" 7 8 "b" 0.485658859073767
"429" 7 9 "b" 0.420876986368162
"430" 7 10 "b" 0.790200220470134
"431" 7 11 "b" 0.682772568809648
"432" 7 12 "b" 0.470432027564241
"433" 7 13 "b" 0.682451179396978
"434" 7 14 "b" 0.65010168051582
"435" 8 1 "b" 0.544762738200189
"436" 8 2 "b" 0.453193441801637
"437" 8 3 "b" 0.648058574475659
"438" 8 4 "b" 0.581940794918332
"439" 8 5 "b" 0.531097476000492
"440" 8 6 "b" 0.596773840838655
"441" 8 7 "b" 0.740910087481793
"442" 8 8 "b" 0.567009213174313
"443" 8 9 "b" 0.483342932991263
"444" 8 10 "b" 0.653235490532386
"445" 8 11 "b" 0.453479289242525
"446" 8 12 "b" 0.517886957122588
"447" 8 13 "b" 0.659449539503308
"448" 8 14 "b" 0.492492463544862
"449" 9 1 "b" 0.694986635373256
"450" 9 2 "b" 0.594931516279988
"451" 9 3 "b" 0.700243900367713
"452" 9 4 "b" 0.763647158334155
"453" 9 5 "b" 0.621571646205767
"454" 9 6 "b" 0.636252389730003
"455" 9 7 "b" 0.598386467827234
"456" 9 8 "b" 0.669120863133178
"457" 9 9 "b" 0.729940767810693
"458" 9 10 "b" 0.657108485117844
"459" 9 11 "b" 0.620710099776381
"460" 9 12 "b" 0.611201188543973
"461" 9 13 "b" 0.652597191503999
"462" 9 14 "b" 0.549738873559079
"463" 10 1 "b" 0.601263500119075
"464" 10 2 "b" 0.446183737696222
"465" 10 3 "b" 0.498277001332987
"466" 10 4 "b" 0.538936165244003
"467" 10 5 "b" 0.43044843879882
"468" 10 6 "b" 0.517100808159301
"469" 10 7 "b" 0.517113586353703
"470" 10 8 "b" 0.517395489774404
"471" 10 9 "b" 0.447103149410491
"472" 10 10 "b" 0.565993567006775
"473" 10 11 "b" 0.48541500914554
"474" 10 12 "b" 0.442034627827304
"475" 10 13 "b" 0.523137896834758
"476" 10 14 "b" 0.445752268136012
"477" 11 1 "b" 0.561328010109684
"478" 11 2 "b" 0.4871524453112
"479" 11 3 "b" 0.569469489050222
"480" 11 4 "b" 0.549970028361467
"481" 11 5 "b" 0.516063847637426
"482" 11 6 "b" 0.510910088860654
"483" 11 7 "b" 0.93435500092335
"484" 11 8 "b" 0.646494142275025
"485" 11 9 "b" 0.520189626701921
"486" 11 10 "b" 0.594743803351573
"487" 11 11 "b" 0.533517083522209
"488" 11 12 "b" 0.454978587124168
"489" 11 13 "b" 0.629981552280907
"490" 11 14 "b" 0.482361520400021
"491" 12 1 "b" 0.538542027879734
"492" 12 2 "b" 0.481887930942076
"493" 12 3 "b" 0.491901698313268
"494" 12 4 "b" 0.674791353748449
"495" 12 5 "b" 0.452369804296795
"496" 12 6 "b" 0.526624586230131
"497" 12 7 "b" 0.688049493647832
"498" 12 8 "b" 0.566791659400248
"499" 12 9 "b" 0.565273683312887
"500" 12 10 "b" 0.506705743198781
"501" 12 11 "b" 0.451869242814737
"502" 12 12 "b" 0.50079086657965
"503" 12 13 "b" 0.537822653792158
"504" 12 14 "b" 0.485786741797647
"505" 13 1 "b" 0.513728903518457
"506" 13 2 "b" 0.484705458442803
"507" 13 3 "b" 0.537212325899372
"508" 13 4 "b" 0.559567961107112
"509" 13 5 "b" 0.49791146777181
"510" 13 6 "b" 0.561543915059078
"511" 13 7 "b" 0.782424979736621
"512" 13 8 "b" 0.654161728223393
"513" 13 9 "b" 0.538306942728769
"514" 13 10 "b" 0.521515445592813
"515" 13 11 "b" 0.637532436019063
"516" 13 12 "b" 0.402512629185844
"517" 13 13 "b" 0.51198681768177
"518" 13 14 "b" 0.451352252358824
"519" 14 1 "b" 0.578381772127042
"520" 14 2 "b" 0.52481091141955
"521" 14 3 "b" 0.506641027243243
"522" 14 4 "b" 0.621386295012245
"523" 14 5 "b" 0.666979372620959
"524" 14 6 "b" 0.532833189492531
"525" 14 7 "b" 0.939768097196042
"526" 14 8 "b" 0.522899742338237
"527" 14 9 "b" 0.530071659199139
"528" 14 10 "b" 0.693200788486433
"529" 14 11 "b" 0.534796458153556
"530" 14 12 "b" 0.55014870368891
"531" 14 13 "b" 0.579190353060023
"532" 14 14 "b" 0.476987103058551
"533" 15 1 "b" 0.458620439189904
"534" 15 2 "b" 0.435066209745415
"535" 15 3 "b" 0.496116335900119
"536" 15 4 "b" 0.729527632833222
"537" 15 5 "b" 0.502997661793168
"538" 15 6 "b" 0.485104511129916
"539" 15 7 "b" 0.74240072709849
"540" 15 8 "b" 0.527855899077891
"541" 15 9 "b" 0.456386584112612
"542" 15 10 "b" 0.561621655365996
"543" 15 11 "b" 0.450377011388807
"544" 15 12 "b" 0.398237992424256
"545" 15 13 "b" 0.480307813678116
"546" 15 14 "b" 0.459057328562383
"547" 16 1 "b" 0.64297391138201
"548" 16 2 "b" 0.515713718085192
"549" 16 3 "b" 0.622284924878203
"550" 16 4 "b" 0.640495909831137
"551" 16 5 "b" 0.593302876189146
"552" 16 6 "b" 0.584442490076099
"553" 16 7 "b" 0.667963742338485
"554" 16 8 "b" 0.689867311200048
"555" 16 9 "b" 0.593186931191906
"556" 16 10 "b" 0.873455635017465
"557" 16 11 "b" 0.524689528538368
"558" 16 12 "b" 0.5046647405629
"559" 16 13 "b" 0.592877309715737
"560" 16 14 "b" 0.635156470070224
"561" 17 1 "b" 0.568729466453328
"562" 17 2 "b" 0.46497169080015
"563" 17 3 "b" 0.520602779086259
"564" 17 4 "b" 0.66336344006926
"565" 17 5 "b" 0.519849435568032
"566" 17 6 "b" 0.507701127170695
"567" 17 7 "b" 0.699462584327047
"568" 17 8 "b" 0.736524003647303
"569" 17 9 "b" 0.467822986335166
"570" 17 10 "b" 0.549987635701156
"571" 17 11 "b" 0.477873175972466
"572" 17 12 "b" 0.426149925709746
"573" 17 13 "b" 0.627939543585025
"574" 17 14 "b" 0.446982468725201
"575" 18 1 "b" 0.754383960636266
"576" 18 2 "b" 0.538001368201373
"577" 18 3 "b" 0.582493602576392
"578" 18 4 "b" 0.586079713484471
"579" 18 5 "b" 0.652708261963402
"580" 18 6 "b" 0.600414369802145
"581" 18 7 "b" 0.809747575330897
"582" 18 8 "b" 0.525285137778533
"583" 18 9 "b" 0.527359021265629
"584" 18 10 "b" 0.582273491574548
"585" 18 11 "b" 0.633514054039783
"586" 18 12 "b" 0.577575404109333
"587" 18 13 "b" 0.572669066724788
"588" 18 14 "b" 0.508956776749162
"589" 19 1 "b" 0.628530439318074
"590" 19 2 "b" 0.54246409786164
"591" 19 3 "b" 0.583490174237178
"592" 19 4 "b" 0.699047019085695
"593" 19 5 "b" 0.603127503545191
"594" 19 6 "b" 0.614054646873718
"595" 19 7 "b" 0.728042900237693
"596" 19 8 "b" 0.582208918829638
"597" 19 9 "b" 0.496234956327047
"598" 19 10 "b" 0.682083531883108
"599" 19 11 "b" 0.544450582561482
"600" 19 12 "b" 0.485561344374438
"601" 19 13 "b" 0.545627389372631
"602" 19 14 "b" 0.584092624210634
"603" 20 1 "b" 0.593803547852301
"604" 20 2 "b" 0.543575244865157
"605" 20 3 "b" 0.555323109949182
"606" 20 4 "b" 0.728765570875199
"607" 20 5 "b" 0.585040950275931
"608" 20 6 "b" 0.588995970775241
"609" 20 7 "b" 0.694633296356417
"610" 20 8 "b" 0.589520006016452
"611" 20 9 "b" 0.634528339666086
"612" 20 10 "b" 0.574247836873879
"613" 20 11 "b" 0.652798658691858
"614" 20 12 "b" 0.435436013440765
"615" 20 13 "b" 0.66931082104045
"616" 20 14 "b" 0.674360690262956
"617" 21 1 "b" 0.556856419708875
"618" 21 2 "b" 0.567692986717881
"619" 21 3 "b" 0.576340685019281
"620" 21 4 "b" 0.63775748524266
"621" 21 5 "b" 0.468995376263056
"622" 21 6 "b" 0.615722858477851
"623" 21 7 "b" 0.709335959031299
"624" 21 8 "b" 1.26215712458706
"625" 21 9 "b" 0.466851130647055
"626" 21 10 "b" 0.542018971542706
"627" 21 11 "b" 0.523841337334548
"628" 21 12 "b" 0.474903285328219
"629" 21 13 "b" 0.68232422998301
"630" 21 14 "b" 0.486198948146768
"631" 22 1 "b" 0.515229074749928
"632" 22 2 "b" 0.465516542987763
"633" 22 3 "b" 0.530976063571802
"634" 22 4 "b" 0.596955913166854
"635" 22 5 "b" 0.444752615398748
"636" 22 6 "b" 0.489135711970047
"637" 22 7 "b" 0.504617037251574
"638" 22 8 "b" 0.496568497970382
"639" 22 9 "b" 0.429543280207971
"640" 22 10 "b" 0.500518843261536
"641" 22 11 "b" 0.490374064635661
"642" 22 12 "b" 0.487456620464885
"643" 22 13 "b" 0.568598996889058
"644" 22 14 "b" 0.523020148948559
"645" 23 1 "b" 0.60234568781896
"646" 23 2 "b" 0.727442529399666
"647" 23 3 "b" 0.612754362226827
"648" 23 4 "b" 0.593574550123676
"649" 23 5 "b" 0.396342150841067
"650" 23 6 "b" 0.539079951597134
"651" 23 7 "b" 1.08882646412985
"652" 23 8 "b" 0.575569390291268
"653" 23 9 "b" 0.513352482141041
"654" 23 10 "b" 0.683226884704083
"655" 23 11 "b" 0.466570087885681
"656" 23 12 "b" 0.411433307001998
"657" 23 13 "b" 0.549012102132504
"658" 23 14 "b" 0.424467435000991
"659" 24 1 "b" 0.554292407162681
"660" 24 2 "b" 0.469194640724108
"661" 24 3 "b" 0.591805062888399
"662" 24 4 "b" 0.774064660356038
"663" 24 5 "b" 0.421726650427491
"664" 24 6 "b" 0.587329924937526
"665" 24 7 "b" 0.818777220678774
"666" 24 8 "b" 0.62332419355114
"667" 24 9 "b" 0.528637188730008
"668" 24 10 "b" 0.527236462195789
"669" 24 11 "b" 0.479748884415446
"670" 24 12 "b" 0.505092031717034
"671" 24 13 "b" 0.668153040790837
"672" 24 14 "b" 0.507983116586977
